734.00, 91.91
733.50, 91.91
733.00, 91.89
732.50, 91.91
732.00, 91.90
731.50, 91.90
731.00, 91.91
730.50, 91.90
730.00, 91.91
729.50, 91.91
729.00, 91.89
728.50, 91.92
728.00, 91.93
727.50, 91.93
727.00, 91.97
726.50, 91.96
726.00, 91.98
725.50, 92.00
725.00, 91.99
724.50, 92.01
724.00, 92.01
723.50, 92.02
723.00, 92.06
722.50, 92.07
722.00, 92.08
721.50, 92.10
721.00, 92.09
720.50, 92.11
720.00, 92.12
719.50, 92.12
719.00, 92.14
718.50, 92.15
718.00, 92.16
717.50, 92.18
717.00, 92.18
716.50, 92.18
716.00, 92.20
715.50, 92.19
715.00, 92.21
714.50, 92.20
714.00, 92.22
713.50, 92.23
713.00, 92.25
712.50, 92.26
712.00, 92.24
711.50, 92.25
711.00, 92.23
710.50, 92.25
710.00, 92.27
709.50, 92.26
709.00, 92.28
708.50, 92.26
708.00, 92.27
707.50, 92.29
707.00, 92.27
706.50, 92.30
706.00, 92.28
705.50, 92.29
705.00, 92.29
704.50, 92.28
704.00, 92.31
703.50, 92.31
703.00, 92.32
702.50, 92.33
702.00, 92.30
701.50, 92.32
701.00, 92.30
700.50, 92.30
700.00, 92.31
699.50, 92.29
699.00, 92.31
698.50, 92.30
698.00, 92.31
697.50, 92.32
697.00, 92.30
696.50, 92.31
696.00, 92.32
695.50, 92.29
695.00, 92.31
694.50, 92.30
694.00, 92.29
693.50, 92.31
693.00, 92.28
692.50, 92.29
692.00, 92.28
691.50, 92.27
691.00, 92.29
690.50, 92.29
690.00, 92.28
689.50, 92.30
689.00, 92.30
688.50, 92.30
688.00, 92.32
687.50, 92.30
687.00, 92.32
686.50, 92.32
686.00, 92.32
685.50, 92.33
685.00, 92.32
684.50, 92.30
684.00, 92.30
683.50, 92.28
683.00, 92.27
682.50, 92.28
682.00, 92.27
681.50, 92.28
681.00, 92.28
680.50, 92.29
680.00, 92.30
679.50, 92.29
679.00, 92.30
678.50, 92.30
678.00, 92.29
677.50, 92.31
677.00, 92.30
676.50, 92.29
676.00, 92.29
675.50, 92.27
675.00, 92.28
674.50, 92.29
674.00, 92.28
673.50, 92.29
673.00, 92.27
672.50, 92.26
672.00, 92.28
671.50, 92.25
671.00, 92.25
670.50, 92.25
670.00, 92.23
669.50, 92.27
669.00, 92.26
668.50, 92.25
668.00, 92.27
667.50, 92.26
667.00, 92.28
666.50, 92.30
666.00, 92.29
665.50, 92.29
665.00, 92.28
664.50, 92.28
664.00, 92.28
663.50, 92.27
663.00, 92.27
662.50, 92.27
662.00, 92.27
661.50, 92.26
661.00, 92.27
660.50, 92.27
660.00, 92.25
659.50, 92.27
659.00, 92.25
658.50, 92.24
658.00, 92.24
657.50, 92.23
657.00, 92.25
656.50, 92.25
656.00, 92.25
655.50, 92.27
655.00, 92.26
654.50, 92.27
654.00, 92.27
653.50, 92.25
653.00, 92.25
652.50, 92.24
652.00, 92.25
651.50, 92.25
651.00, 92.24
650.50, 92.26
650.00, 92.25
649.50, 92.26
649.00, 92.26
648.50, 92.24
648.00, 92.24
647.50, 92.23
647.00, 92.23
646.50, 92.24
646.00, 92.22
645.50, 92.22
645.00, 92.23
644.50, 92.21
644.00, 92.21
643.50, 92.21
643.00, 92.20
642.50, 92.21
642.00, 92.20
641.50, 92.20
641.00, 92.20
640.50, 92.19
640.00, 92.18
639.50, 92.18
639.00, 92.16
638.50, 92.16
638.00, 92.18
637.50, 92.16
637.00, 92.17
636.50, 92.16
636.00, 92.16
635.50, 92.17
635.00, 92.15
634.50, 92.16
634.00, 92.15
633.50, 92.14
633.00, 92.15
632.50, 92.16
632.00, 92.16
631.50, 92.18
631.00, 92.18
630.50, 92.17
630.00, 92.18
629.50, 92.16
629.00, 92.17
628.50, 92.17
628.00, 92.17
627.50, 92.18
627.00, 92.17
626.50, 92.16
626.00, 92.17
625.50, 92.16
625.00, 92.16
624.50, 92.18
624.00, 92.18
623.50, 92.19
623.00, 92.18
622.50, 92.17
622.00, 92.18
621.50, 92.17
621.00, 92.17
620.50, 92.17
620.00, 92.16
619.50, 92.14
619.00, 92.15
618.50, 92.13
618.00, 92.12
617.50, 92.13
617.00, 92.12
616.50, 92.13
616.00, 92.14
615.50, 92.12
615.00, 92.13
614.50, 92.12
614.00, 92.12
613.50, 92.13
613.00, 92.12
612.50, 92.13
612.00, 92.14
611.50, 92.13
611.00, 92.13
610.50, 92.13
610.00, 92.12
609.50, 92.13
609.00, 92.12
608.50, 92.12
608.00, 92.13
607.50, 92.12
607.00, 92.14
606.50, 92.15
606.00, 92.15
605.50, 92.16
605.00, 92.16
604.50, 92.15
604.00, 92.14
603.50, 92.13
603.00, 92.14
602.50, 92.14
602.00, 92.13
601.50, 92.14
601.00, 92.13
600.50, 92.12
600.00, 92.12
599.50, 92.12
599.00, 92.12
598.50, 92.12
598.00, 92.12
597.50, 92.12
597.00, 92.13
596.50, 92.12
596.00, 92.12
595.50, 92.12
595.00, 92.11
594.50, 92.11
594.00, 92.12
593.50, 92.11
593.00, 92.13
592.50, 92.13
592.00, 92.12
591.50, 92.13
591.00, 92.13
590.50, 92.12
590.00, 92.13
589.50, 92.12
589.00, 92.12
588.50, 92.13
588.00, 92.13
587.50, 92.13
587.00, 92.13
586.50, 92.12
586.00, 92.12
585.50, 92.12
585.00, 92.12
584.50, 92.12
584.00, 92.12
583.50, 92.12
583.00, 92.12
582.50, 92.12
582.00, 92.11
581.50, 92.12
581.00, 92.11
580.50, 92.09
580.00, 92.09
579.50, 92.07
579.00, 92.07
578.50, 92.08
578.00, 92.06
577.50, 92.07
577.00, 92.07
576.50, 92.07
576.00, 92.08
575.50, 92.08
575.00, 92.07
574.50, 92.08
574.00, 92.09
573.50, 92.07
573.00, 92.08
572.50, 92.08
572.00, 92.07
571.50, 92.08
571.00, 92.08
570.50, 92.08
570.00, 92.08
569.50, 92.08
569.00, 92.07
568.50, 92.07
568.00, 92.08
567.50, 92.06
567.00, 92.06
566.50, 92.07
566.00, 92.07
565.50, 92.08
565.00, 92.08
564.50, 92.07
564.00, 92.08
563.50, 92.08
563.00, 92.06
562.50, 92.06
562.00, 92.05
561.50, 92.04
561.00, 92.06
560.50, 92.06
560.00, 92.05
559.50, 92.04
559.00, 92.04
558.50, 92.04
558.00, 92.03
557.50, 92.03
557.00, 92.02
556.50, 92.02
556.00, 92.02
555.50, 92.01
555.00, 92.01
554.50, 92.01
554.00, 92.01
553.50, 92.03
553.00, 92.03
552.50, 92.02
552.00, 92.03
551.50, 92.01
551.00, 92.03
550.50, 92.03
550.00, 92.01
549.50, 92.01
549.00, 92.00
548.50, 92.00
548.00, 92.01
547.50, 92.00
547.00, 92.00
546.50, 92.01
546.00, 92.01
545.50, 92.02
545.00, 92.02
544.50, 92.01
544.00, 92.02
543.50, 92.01
543.00, 92.00
542.50, 92.00
542.00, 92.00
541.50, 92.00
541.00, 92.00
540.50, 92.00
540.00, 91.98
539.50, 91.99
539.00, 91.98
538.50, 91.98
538.00, 91.99
537.50, 91.99
537.00, 91.99
536.50, 91.99
536.00, 91.98
535.50, 91.97
535.00, 91.97
534.50, 91.97
534.00, 91.97
533.50, 91.97
533.00, 91.96
532.50, 91.97
532.00, 91.96
531.50, 91.96
531.00, 91.97
530.50, 91.97
530.00, 91.98
529.50, 91.99
529.00, 91.98
528.50, 91.98
528.00, 91.98
527.50, 91.97
527.00, 91.97
526.50, 91.97
526.00, 91.96
525.50, 91.96
525.00, 91.96
524.50, 91.96
524.00, 91.96
523.50, 91.97
523.00, 91.96
522.50, 91.97
522.00, 91.97
521.50, 91.96
521.00, 91.96
520.50, 91.94
520.00, 91.94
519.50, 91.94
519.00, 91.92
518.50, 91.93
518.00, 91.92
517.50, 91.92
517.00, 91.93
516.50, 91.93
516.00, 91.93
515.50, 91.94
515.00, 91.93
514.50, 91.93
514.00, 91.92
513.50, 91.92
513.00, 91.91
512.50, 91.92
512.00, 91.92
511.50, 91.91
511.00, 91.91
510.50, 91.91
510.00, 91.91
509.50, 91.91
509.00, 91.91
508.50, 91.91
508.00, 91.92
507.50, 91.91
507.00, 91.91
506.50, 91.91
506.00, 91.90
505.50, 91.91
505.00, 91.91
504.50, 91.91
504.00, 91.91
503.50, 91.90
503.00, 91.91
502.50, 91.90
502.00, 91.89
501.50, 91.89
501.00, 91.88
500.50, 91.87
500.00, 91.88
499.50, 91.87
499.00, 91.87
498.50, 91.87
498.00, 91.87
497.50, 91.87
497.00, 91.88
496.50, 91.88
496.00, 91.88
495.50, 91.88
495.00, 91.87
494.50, 91.86
494.00, 91.86
493.50, 91.85
493.00, 91.86
492.50, 91.84
492.00, 91.84
491.50, 91.85
491.00, 91.85
490.50, 91.85
490.00, 91.86
489.50, 91.85
489.00, 91.86
488.50, 91.86
488.00, 91.85
487.50, 91.85
487.00, 91.84
486.50, 91.84
486.00, 91.85
485.50, 91.84
485.00, 91.84
484.50, 91.84
484.00, 91.84
483.50, 91.83
483.00, 91.83
482.50, 91.82
482.00, 91.82
481.50, 91.82
481.00, 91.82
480.50, 91.82
480.00, 91.82
479.50, 91.81
479.00, 91.81
478.50, 91.79
478.00, 91.78
477.50, 91.78
477.00, 91.78
476.50, 91.79
476.00, 91.78
475.50, 91.78
475.00, 91.79
474.50, 91.78
474.00, 91.79
473.50, 91.79
473.00, 91.78
472.50, 91.79
472.00, 91.78
471.50, 91.77
471.00, 91.77
470.50, 91.77
470.00, 91.77
469.50, 91.78
469.00, 91.77
468.50, 91.78
468.00, 91.79
467.50, 91.78
467.00, 91.79
466.50, 91.78
466.00, 91.77
465.50, 91.77
465.00, 91.77
464.50, 91.77
464.00, 91.77
463.50, 91.75
463.00, 91.75
462.50, 91.75
462.00, 91.74
461.50, 91.74
461.00, 91.74
460.50, 91.73
460.00, 91.73
459.50, 91.71
459.00, 91.71
458.50, 91.72
458.00, 91.71
457.50, 91.71
457.00, 91.70
456.50, 91.70
456.00, 91.70
455.50, 91.70
455.00, 91.69
454.50, 91.70
454.00, 91.70
453.50, 91.71
453.00, 91.72
452.50, 91.71
452.00, 91.71
451.50, 91.70
451.00, 91.70
450.50, 91.70
450.00, 91.69
449.50, 91.70
449.00, 91.70
448.50, 91.70
448.00, 91.69
447.50, 91.68
447.00, 91.68
446.50, 91.68
446.00, 91.69
445.50, 91.69
445.00, 91.68
444.50, 91.67
444.00, 91.66
443.50, 91.65
443.00, 91.66
442.50, 91.66
442.00, 91.66
441.50, 91.67
441.00, 91.67
440.50, 91.66
440.00, 91.66
439.50, 91.65
439.00, 91.66
438.50, 91.66
438.00, 91.64
437.50, 91.64
437.00, 91.63
436.50, 91.63
436.00, 91.63
435.50, 91.62
435.00, 91.63
434.50, 91.62
434.00, 91.63
433.50, 91.63
433.00, 91.61
432.50, 91.61
432.00, 91.61
431.50, 91.60
431.00, 91.60
430.50, 91.60
430.00, 91.59
429.50, 91.60
429.00, 91.60
428.50, 91.59
428.00, 91.60
427.50, 91.59
427.00, 91.59
426.50, 91.59
426.00, 91.58
425.50, 91.58
425.00, 91.58
424.50, 91.58
424.00, 91.59
423.50, 91.58
423.00, 91.58
422.50, 91.57
422.00, 91.57
421.50, 91.58
421.00, 91.56
420.50, 91.56
420.00, 91.54
419.50, 91.54
419.00, 91.55
418.50, 91.53
418.00, 91.53
417.50, 91.52
417.00, 91.51
416.50, 91.51
416.00, 91.50
415.50, 91.50
415.00, 91.51
414.50, 91.51
414.00, 91.52
413.50, 91.51
413.00, 91.51
412.50, 91.51
412.00, 91.50
411.50, 91.50
411.00, 91.49
410.50, 91.49
410.00, 91.48
409.50, 91.48
409.00, 91.47
408.50, 91.46
408.00, 91.47
407.50, 91.46
407.00, 91.46
406.50, 91.46
406.00, 91.46
405.50, 91.46
405.00, 91.45
404.50, 91.46
404.00, 91.44
403.50, 91.42
403.00, 91.42
402.50, 91.41
402.00, 91.43
401.50, 91.43
401.00, 91.41
400.50, 91.40
400.00, 91.38
399.50, 91.39
399.00, 91.39
398.50, 91.38
398.00, 91.38
397.50, 91.36
397.00, 91.36
396.50, 91.36
396.00, 91.37
395.50, 91.36
395.00, 91.35
394.50, 91.35
394.00, 91.34
393.50, 91.34
393.00, 91.33
392.50, 91.33
392.00, 91.33
391.50, 91.32
391.00, 91.32
390.50, 91.31
390.00, 91.31
389.50, 91.31
389.00, 91.31
388.50, 91.29
388.00, 91.27
387.50, 91.26
387.00, 91.24
386.50, 91.25
386.00, 91.24
385.50, 91.24
385.00, 91.23
384.50, 91.21
384.00, 91.21
383.50, 91.21
383.00, 91.21
382.50, 91.20
382.00, 91.19
381.50, 91.17
381.00, 91.16
380.50, 91.14
380.00, 91.13
379.50, 91.12
379.00, 91.12
378.50, 91.12
378.00, 91.10
377.50, 91.10
377.00, 91.07
376.50, 91.07
376.00, 91.06
375.50, 91.04
375.00, 91.04
374.50, 91.03
374.00, 91.03
373.50, 91.02
373.00, 91.00
372.50, 91.00
372.00, 90.98
371.50, 90.99
371.00, 90.97
370.50, 90.96
370.00, 90.95
369.50, 90.93
369.00, 90.93
368.50, 90.91
368.00, 90.88
367.50, 90.86
367.00, 90.84
366.50, 90.85
366.00, 90.84
365.50, 90.83
365.00, 90.82
364.50, 90.79
364.00, 90.79
363.50, 90.76
363.00, 90.73
362.50, 90.71
362.00, 90.68
361.50, 90.68
361.00, 90.67
360.50, 90.66
360.00, 90.64
359.50, 90.62
359.00, 90.61
358.50, 90.58
358.00, 90.57
357.50, 90.55
357.00, 90.54
356.50, 90.51
356.00, 90.49
355.50, 90.46
355.00, 90.44
354.50, 90.43
354.00, 90.42
353.50, 90.39
353.00, 90.37
352.50, 90.35
352.00, 90.32
351.50, 90.31
351.00, 90.29
350.50, 90.27
350.00, 90.25
349.50, 90.23
349.00, 90.20
348.50, 90.16
348.00, 90.13
347.50, 90.08
347.00, 90.05
346.50, 90.03
346.00, 90.01
345.50, 89.98
345.00, 89.94
344.50, 89.89
344.00, 89.85
343.50, 89.81
343.00, 89.79
342.50, 89.76
342.00, 89.72
341.50, 89.68
341.00, 89.64
340.50, 89.58
340.00, 89.54
339.50, 89.48
339.00, 89.43
338.50, 89.40
338.00, 89.37
337.50, 89.33
337.00, 89.27
336.50, 89.23
336.00, 89.18
335.50, 89.15
335.00, 89.12
334.50, 89.05
334.00, 89.01
333.50, 88.95
333.00, 88.87
332.50, 88.81
332.00, 88.74
331.50, 88.68
331.00, 88.64
330.50, 88.58
330.00, 88.52
329.50, 88.47
329.00, 88.41
328.50, 88.37
328.00, 88.32
327.50, 88.26
327.00, 88.21
326.50, 88.15
326.00, 88.07
325.50, 88.01
325.00, 87.93
324.50, 87.86
324.00, 87.78
323.50, 87.69
323.00, 87.60
322.50, 87.51
322.00, 87.43
321.50, 87.34
321.00, 87.26
320.50, 87.16
320.00, 87.06
319.50, 86.97
319.00, 86.87
318.50, 86.76
318.00, 86.64
317.50, 86.52
317.00, 86.40
316.50, 86.28
316.00, 86.15
315.50, 86.00
315.00, 85.85
314.50, 85.68
314.00, 85.50
313.50, 85.32
313.00, 85.12
312.50, 84.92
312.00, 84.71
311.50, 84.48
311.00, 84.24
310.50, 83.97
310.00, 83.69
309.50, 83.39
309.00, 83.06
308.50, 82.71
308.00, 82.35
307.50, 81.96
307.00, 81.54
306.50, 81.10
306.00, 80.64
305.50, 80.12
305.00, 79.60
304.50, 79.06
304.00, 78.50
303.50, 77.96
303.00, 77.37
302.50, 76.75
302.00, 76.11
301.50, 75.46
301.00, 74.79
300.50, 74.10
300.00, 73.39
299.50, 72.63
299.00, 71.85
298.50, 71.00
298.00, 70.09
297.50, 69.12
297.00, 68.06
296.50, 66.92
296.00, 65.67
295.50, 64.31
295.00, 62.80
294.50, 61.14
294.00, 59.32
293.50, 57.32
293.00, 55.18
292.50, 52.85
292.00, 50.37
291.50, 47.75
291.00, 44.99
290.50, 42.16
290.00, 39.25
289.50, 36.33
289.00, 33.44
288.50, 30.60
288.00, 27.87
287.50, 25.26
287.00, 22.79
286.50, 20.48
286.00, 18.34
285.50, 16.36
285.00, 14.53
284.50, 12.84
284.00, 11.27
283.50, 9.833
283.00, 8.504
282.50, 7.295
282.00, 6.198
281.50, 5.202
281.00, 4.321
280.50, 3.542
280.00, 2.863
279.50, 2.281
279.00, 1.790
278.50, 1.382
278.00, 1.051
277.50, 0.7843
277.00, 0.5753
276.50, 0.4150
276.00, 0.2930
275.50, 0.2045
275.00, 0.1373
274.50, 0.0916
274.00, 0.0595
273.50, 0.0381
273.00, 0.0244
272.50, 0.0153
272.00, 0.0092
271.50, 0.0046
271.00, 0.0031
270.50, 0.0015
270.00, 0.0015
269.50, 0.0015
269.00, 0.0015
268.50, 0.0015
268.00, 0.0000
267.50, 0.0000
267.00, 0.0000
266.50, 0.0000
266.00, 0.0000
265.50, 0.0000
265.00, 0.0000
264.50, 0.0000
264.00, 0.0000
263.50, 0.0000
263.00, 0.0000
262.50, 0.0000
262.00, 0.0000
261.50, 0.0000
261.00, 0.0000
260.50, 0.0000
260.00, 0.0000
259.50, 0.0000
259.00, 0.0000
258.50, 0.0000
258.00, 0.0000
257.50, 0.0000
257.00, 0.0000
256.50, 0.0000
256.00, 0.0000
255.50, 0.0015
255.00, 0.0000
254.50, 0.0000
254.00, 0.0000
253.50, 0.0000
253.00, 0.0000
252.50, 0.0000
252.00, 0.0000
251.50, 0.0000
251.00, 0.0000
250.50, 0.0000
250.00, 0.0000
249.50, 0.0000
249.00, 0.0000
248.50, 0.0000
248.00, 0.0000
247.50, 0.0000
247.00, 0.0000
246.50, 0.0000
246.00, 0.0000
245.50, 0.0000
245.00, 0.0000
244.50, 0.0000
244.00, 0.0000
243.50, 0.0000
243.00, 0.0000
242.50, 0.0000
242.00, 0.0000
241.50, 0.0000
241.00, 0.0000
240.50, 0.0000
240.00, 0.0000
239.50, 0.0000
239.00, 0.0000
238.50, 0.0000
238.00, 0.0000
237.50, 0.0000
237.00, 0.0000
236.50, 0.0000
236.00, 0.0000
235.50, 0.0000
235.00, 0.0000
234.50, 0.0000
234.00, 0.0000
233.50, 0.0000
233.00, 0.0000
232.50, 0.0000
232.00, 0.0000
231.50, 0.0000
231.00, 0.0000
230.50, 0.0000
230.00, 0.0000
229.50, 0.0000
229.00, 0.0000
228.50, 0.0000
228.00, 0.0000
227.50, 0.0000
227.00, 0.0000
226.50, 0.0000
226.00, 0.0000
225.50, 0.0000
225.00, 0.0000
224.50, 0.0000
224.00, 0.0000
223.50, 0.0000
223.00, 0.0000
222.50, 0.0000
222.00, 0.0000
221.50, 0.0000
221.00, 0.0000
220.50, 0.0000
220.00, 0.0000
219.50, 0.0000
219.00, 0.0000
218.50, 0.0000
218.00, 0.0000
217.50, 0.0000
217.00, 0.0000
216.50, 0.0000
216.00, 0.0000
215.50, 0.0000
215.00, 0.0000
214.50, 0.0000
214.00, 0.0000
213.50, 0.0000
213.00, 0.0000
212.50, 0.0000
212.00, 0.0000
211.50, 0.0000
211.00, 0.0015
210.50, 0.0015
210.00, 0.0000
209.50, 0.0000
209.00, 0.0000
208.50, 0.0000
208.00, 0.0000
207.50, 0.0000
207.00, 0.0000
206.50, 0.0000
206.00, 0.0000
205.50, 0.0000
205.00, 0.0000
204.50, 0.0000
204.00, 0.0000
203.50, 0.0000
203.00, 0.0000
202.50, 0.0000
202.00, 0.0000
201.50, 0.0000
201.00, 0.0000
200.50, 0.0000
200.00, 0.0000
