455.0, 91.05, 
454.0, 91.00, 
453.0, 91.04, 
452.0, 91.05, 
451.0, 91.01, 
450.0, 91.06, 
449.0, 91.11, 
448.0, 91.04, 
447.0, 91.01, 
446.0, 90.97, 
445.0, 90.94, 
444.0, 90.96, 
443.0, 90.99, 
442.0, 90.96, 
441.0, 90.94, 
440.0, 90.90, 
439.0, 90.90, 
438.0, 90.92, 
437.0, 90.89, 
436.0, 90.83, 
435.0, 90.81, 
434.0, 90.80, 
433.0, 90.77, 
432.0, 90.79, 
431.0, 90.74, 
430.0, 90.72, 
429.0, 90.69, 
428.0, 90.69, 
427.0, 90.72, 
426.0, 90.71, 
425.0, 90.67, 
424.0, 90.63, 
423.0, 90.59, 
422.0, 90.58, 
421.0, 90.56, 
420.0, 90.57, 
419.0, 90.54, 
418.0, 90.47, 
417.0, 90.46, 
416.0, 90.41, 
415.0, 90.41, 
414.0, 90.40, 
413.0, 90.36, 
412.0, 90.32, 
411.0, 90.34, 
410.0, 90.28, 
409.0, 90.22, 
408.0, 90.21, 
407.0, 90.18, 
406.0, 90.13, 
405.0, 90.08, 
404.0, 90.06, 
403.0, 89.98, 
402.0, 89.91, 
401.0, 89.86, 
400.0, 89.75, 
399.0, 89.66, 
398.0, 89.58, 
397.0, 89.53, 
396.0, 89.42, 
395.0, 89.30, 
394.0, 89.15, 
393.0, 88.99, 
392.0, 88.77, 
391.0, 88.53, 
390.0, 88.32, 
389.0, 88.07, 
388.0, 87.71, 
387.0, 87.32, 
386.0, 86.90, 
385.0, 86.34, 
384.0, 85.68, 
383.0, 84.86, 
382.0, 83.83, 
381.0, 82.62, 
380.0, 81.24, 
379.0, 79.70, 
378.0, 77.95, 
377.0, 76.13, 
376.0, 74.44, 
375.0, 72.73, 
374.0, 70.93, 
373.0, 69.30, 
372.0, 67.87, 
371.0, 66.53, 
370.0, 65.26, 
369.0, 64.13, 
368.0, 63.02, 
367.0, 61.83, 
366.0, 60.77, 
365.0, 59.79, 
364.0, 58.58, 
363.0, 57.22, 
362.0, 56.08, 
361.0, 54.89, 
360.0, 53.61, 
359.0, 52.40, 
358.0, 51.18, 
357.0, 49.99, 
356.0, 48.87, 
355.0, 47.98, 
354.0, 47.11, 
353.0, 46.22, 
352.0, 45.44, 
351.0, 44.63, 
350.0, 43.87, 
349.0, 43.16, 
348.0, 42.49, 
347.0, 41.75, 
346.0, 41.08, 
345.0, 40.50, 
344.0, 39.83, 
343.0, 39.15, 
342.0, 38.52, 
341.0, 37.83, 
340.0, 37.20, 
339.0, 36.62, 
338.0, 36.07, 
337.0, 35.50, 
336.0, 35.04, 
335.0, 34.51, 
334.0, 34.04, 
333.0, 33.69, 
332.0, 33.28, 
331.0, 32.78, 
330.0, 32.40, 
329.0, 32.04, 
328.0, 31.77, 
327.0, 31.48, 
326.0, 31.09, 
325.0, 30.81, 
324.0, 30.39, 
323.0, 30.10, 
322.0, 29.74, 
321.0, 29.30, 
320.0, 28.98, 
319.0, 28.45, 
318.0, 28.09, 
317.0, 27.69, 
316.0, 27.17, 
315.0, 26.67, 
314.0, 26.10, 
313.0, 25.49, 
312.0, 24.79, 
311.0, 24.11, 
310.0, 23.34, 
309.0, 22.54, 
308.0, 21.57, 
307.0, 20.54, 
306.0, 19.35, 
305.0, 17.95, 
304.0, 16.39, 
303.0, 14.61, 
302.0, 12.66, 
301.0, 10.58, 
300.0, 8.40, 
299.0, 6.23, 
298.0, 4.26, 
297.0, 2.64, 
296.0, 1.43, 
295.0, 0.65, 
294.0, 0.25, 
293.0, 0.08, 
292.0, 0.02, 
291.0, -0.00, 
290.0, -0.00, 
289.0, -0.00, 
288.0, -0.01, 
287.0, -0.01, 
286.0, -0.01, 
285.0, -0.01, 
284.0, -0.01, 
283.0, -0.01, 
282.0, -0.01, 
281.0, -0.02, 
280.0, -0.02, 
279.0, -0.01, 
278.0, -0.01, 
277.0, -0.01, 
276.0, -0.02, 
275.0, -0.01, 
274.0, -0.02, 
273.0, -0.02, 
272.0, -0.02, 
271.0, -0.02, 
270.0, -0.01, 
269.0, -0.01, 
268.0, -0.02, 
267.0, -0.01, 
266.0, -0.01, 
265.0, -0.02, 
264.0, -0.02, 
263.0, -0.02, 
262.0, -0.02, 
261.0, -0.02, 
260.0, -0.02, 
259.0, -0.02, 
258.0, -0.01, 
257.0, -0.01, 
256.0, -0.02, 
255.0, -0.01, 
254.0, -0.01, 
253.0, -0.01, 
252.0, -0.01, 
251.0, -0.01, 
250.0, -0.01, 
249.0, 0.00, 
248.0, 0.01, 
247.0, 0.01, 
246.0, 0.00, 
245.0, -0.01, 
244.0, -0.01, 
243.0, -0.01, 
242.0, -0.01, 
241.0, -0.01, 
240.0, -0.01, 
239.0, -0.02, 
238.0, -0.01, 
237.0, -0.02, 
236.0, -0.02, 
235.0, -0.02, 
234.0, -0.03, 
